,url
3736,<a href=https://www.zomato.com/bangalore/punjabi-nukkad-pure-veg-bellandur?context=eyJzZSI6eyJlIjpbIjE4NTk3MDAzIiwiNTQ5NzkiLCIxODY1ODg4NSIsIjE4NjI4NjcxIiwxODUxMzc2NywiMTgzMzkyMzMiLCIxODI0NjQ5MiIsIjE4NTg1NzU4IiwiMTg1MjE3NjYiLCIxODY1ODk2MSIsIjE4NTUzNDQ0IiwiMTg1Nzc5MzIiLCIxODcyNTMxMyIsIjE4OTAwNTU3IiwiMTgzNzEyNzYiLCIxODgyNTE2OSIsIjE4NjEwNDQ1IiwiMTg2ODE1MzgiLCIxODY1Mzk5OSIsIjE4NTc4MDk5IiwiMTgzNzk2NDAiLCIxODI4MDYyMiIsIjE4ODY3MDcwIiwiNjA0MzUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Punjabi Nukkad Pure Veg</div></a>
3737,<a href=https://www.zomato.com/bangalore/phulke-ghar-ke-bellandur?context=eyJzZSI6eyJlIjpbIjYwOTgyIiwiMTgyNDY1MDAiLCIxODc2NjEwNSIsIjE4Mzc1NTA1Iiw2MDgwMiwiMTg3NjI1MTMiLCIxODg1OTUyOSIsIjE4OTAwODg0IiwiMTg0MzA3ODMiLCIxODY3OTU3MSIsIjU3Nzk1IiwiNjAwMTgiLCIxODQ3NjQ2MCIsIjE4NjM1OTE1IiwiMTg2MDg3NzMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Phulke Ghar Ke</div></a>
3738,<a href=https://www.zomato.com/bangalore/biryani-kitchen-bellandur?context=eyJzZSI6eyJlIjpbIjE4NzQ3ODc2IiwiMTg2NDIwMDgiLCI1NTU1OSIsIjE4ODE0NTczIiwxODUzMzAwOCwiMTg3NjMzOTciLCIxODU2Mjc2MyIsIjE4ODk1MzQ4IiwiMTgzMzMxNTciLCIxODY4NzYyNSIsIjE4NjA4NTEyIiwiMTg1OTEzNzAiLCIxODQzMjk5NSIsIjE4NTAzNzIzIiwiMTg2Mjc2MjgiLCIxODUzOTY0OCIsIjE4NjYzNzA3IiwiMTg3NzQ2MDkiLCIxODc4OTY4MyIsIjU2NTgzIiwiMTg3NjA4MDMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Biryani Kitchen</div></a>
3739,<a href=https://www.zomato.com/bangalore/marwari-basa-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4MzM5MjMzIiwiMTgyNDY0OTIiLCIxODU4NTc1OCIsIjE4NTIxNzY2IiwxODY1ODk2MSwiMTg1NTM0NDQiLCIxODU3NzkzMiIsIjE4NzI1MzEzIiwiMTg5MDA1NTciLCIxODM3MTI3NiIsIjE4ODI1MTY5IiwiMTg2MTA0NDUiLCIxODY4MTUzOCIsIjE4NjUzOTk5IiwiMTg1NzgwOTkiLCIxODM3OTY0MCIsIjE4MjgwNjIyIiwiMTg4NjcwNzAiLCI2MDQzNSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Marwari Basa</div></a>
3740,<a href=https://www.zomato.com/bangalore/delhite-food-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjUzOTk5IiwiMTg1NzgwOTkiLCIxODM3OTY0MCIsIjE4MjgwNjIyIiwxODg2NzA3MCwiNjA0MzUiLCIxODY1Mzk2OSIsIjUxMDE5IiwiMTg3OTA1NjQiLCIxODYyOTYwNyIsIjUzMTQ0IiwiMTg0MjM0MTEiLCIxODU1MzIyOSIsIjE4NjY3OTQxIiwiMTg1OTc2OTIiLCIxODM5MTAzNCIsIjE4Mzg3NDE0IiwiNTA0NjEiLCIxODU3NDI5MSIsIjE4NzE4ODc0IiwiMTg3MzQ1MTYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Delhite Food</div></a>
3741,<a href=https://www.zomato.com/bangalore/the-modak-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjYzNjEzIiwiMTg2NDE4NzQiLCI2MDAxMyIsIjE4NTcwOTUyIiwxODgxMTA1MywiMTg1MTkwNTkiLCIxODA3MDI5MCIsIjE4NDY3MjUzIiwiNTM1MDUiLCI1OTM3NyIsIjE4NzM1Mjc0IiwiMTg1Mzg2MjEiLCIxODI2MzQwNiIsIjE4MjgwNTk2IiwiMTgxNzMwOTgiLCI1NDUwNyIsIjE4NTE3ODc4IiwiNTkwNjEiLCIxODc4OTAzNiIsIjE4Mzg5NzczIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>The Modak</div></a>
3742,<a href=https://www.zomato.com/bangalore/atithi-aramane-veg-bellandur?context=eyJzZSI6eyJlIjpbIjE4NzI4NjAwIiwiNTE3NzIiLCIxODY0OTk3MSIsIjE4ODQwNDEwIiwxODM5MTAzNiwiMTgzNjI0MzIiLCIxODUzOTE2OSIsIjE4ODc0MjkxIiwiMTgyNTAxNjkiLCIxODgwODAzNyIsIjE4ODAwNjUwIiwiMTg1MzEwNzciLCIxODkyNDQwMyIsIjE4ODA3NzEzIiwiMTg2NDY0NTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Atithi Aramane Veg</div></a>
3743,<a href=https://www.zomato.com/bangalore/laddoos-btm?context=eyJzZSI6eyJlIjpbIjE4NzgwNTY1IiwiNTk2OTIiLCIxODg3MTY1NSIsIjU5MzU4Iiw1MjAzNiwiMTg5MTAwNDAiLCIxODk0NTk3NCIsIjE4MjgwNTg1IiwiMTg2NDY2ODUiLCI1NjE1NyIsIjE4NjE1Nzk0IiwiNTkxMTciLCIxODUwOTIyNCIsIjE4NjU4MzkzIiwiMTg2MTE4MjciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Laddoos</div></a>
3744,<a href=https://www.zomato.com/bangalore/kfc-banashankari?context=eyJzZSI6eyJlIjpbIjU1OTk0IiwiNTYwNDIiLCI1NDg5OCIsIjE4NDYwMDU1Iiw1MzQ3OCwiMTg5MDIxNzMiLCIxODM4NzM3NyIsIjE4NDI0MDYyIiwiMTg2MDEwMDIiLCI1NDkyMiIsIjE4NTgzNDU0IiwiMTg4MDMxNjAiLCIxODY1OTk0OCIsIjUzNjUyIiwiNTkyNjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Kfc</div></a>
3745,<a href=https://www.zomato.com/bangalore/cake-town-cafe-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjU1OTQwIiwiMTgzNDYzMzciLCIxODY1NDYxOCIsIjE4NjM3OTUxIiwxODU0Mzk4MSwiNjA5NDEiLCIxODQ5Nzg3MiIsIjE4MjU0NTYyIiwiNTUwMTQiLCIxODc1Mzc3OCIsIjE4NTk3MDAzIiwiNTQ5NzkiLCIxODY1ODg4NSIsIjE4NjI4NjcxIiwiMTg1MTM3NjciLCIxODMzOTIzMyIsIjE4MjQ2NDkyIiwiMTg1ODU3NTgiLCIxODUyMTc2NiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Cake Town Cafe</div></a>
3746,<a href=https://www.zomato.com/bangalore/chef-bakers-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4MjE2NjUyIiwiMTg4Njc3NDMiLCIxODY5MTUxNiIsIjE4OTI4MTg1IiwxODQxNzU2MywiMTg4NTM2MDgiLCI1NzU5NiIsIjU1NDcwIiwiMTg5MzMyNzAiLCIxODg0ODY4MiIsIjE4NzA2OTAxIiwiMTg0NjAwNzYiLCIxODY3NTY4NCIsIjE4Njc5MjgzIiwiMTgzNzc5NDEiLCIxODYyMjgwMiIsIjE4NjQyOTMzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Chef Baker'S</div></a>
3747,<a href=https://www.zomato.com/bangalore/just-delhiwala-bellandur?context=eyJzZSI6eyJlIjpbIjE4ODc3NzU4IiwiMTg4MDkyNTAiLCIxODY0ODAzOSIsIjUyODI4IiwxODI0NjUzMSwiMTg5NDQwOTMiLCIxODc5MzM1OSIsIjE4OTQ4OTYwIiwiMTg3MTAyNjIiLCIxODMwNTYyNCIsIjU3MTY3IiwiMTg4MDg1MDQiLCIxODY2MzY4MSIsIjE4NjA1MzA3IiwiMTg0ODcyMTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Just Delhiwala</div></a>
3748,<a href=https://www.zomato.com/bangalore/punjabi-dawat-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjY2MzA5IiwiMTg3MjI3MjMiLCIxODcyODY0MyIsIjYwOTgyIiwxODI0NjUwMCwiMTg3NjYxMDUiLCIxODM3NTUwNSIsIjYwODAyIiwiMTg3NjI1MTMiLCIxODg1OTUyOSIsIjE4OTAwODg0IiwiMTg0MzA3ODMiLCIxODY3OTU3MSIsIjU3Nzk1IiwiNjAwMTgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Punjabi Dawat</div></a>
3749,<a href=https://www.zomato.com/bangalore/kairali-restaurant-bellandur?context=eyJzZSI6eyJlIjpbIjE4MzQ2MzM3IiwiMTg2NTQ2MTgiLCIxODYzNzk1MSIsIjE4NTQzOTgxIiw2MDk0MSwiMTg0OTc4NzIiLCIxODI1NDU2MiIsIjU1MDE0IiwiMTg3NTM3NzgiLCIxODU5NzAwMyIsIjU0OTc5IiwiMTg2NTg4ODUiLCIxODYyODY3MSIsIjE4NTEzNzY3IiwiMTgzMzkyMzMiLCIxODI0NjQ5MiIsIjE4NTg1NzU4IiwiMTg1MjE3NjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Kairali Restaurant</div></a>
3750,<a href=https://www.zomato.com/bangalore/udupi-nalapaka-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODY3MDcwIiwiNjA0MzUiLCIxODY1Mzk2OSIsIjUxMDE5IiwxODc5MDU2NCwiMTg2Mjk2MDciLCI1MzE0NCIsIjE4NDIzNDExIiwiMTg1NTMyMjkiLCIxODY2Nzk0MSIsIjE4NTk3NjkyIiwiMTgzOTEwMzQiLCIxODM4NzQxNCIsIjUwNDYxIiwiMTg1NzQyOTEiLCIxODcxODg3NCIsIjE4NzM0NTE2Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Udupi Nalapaka</div></a>
3751,<a href=https://www.zomato.com/bangalore/mcdonalds-banashankari?context=eyJzZSI6eyJlIjpbIjU1Mzk3IiwiMTg1NjMwOTciLCI1Njg4MyIsIjE4MzA3ODA2Iiw1ODYzNiwiNTM2MDEiLCIxODU2NTY3OSIsIjE4NTU5ODk3IiwiMTg2OTcyMTEiLCI1MjI1NSIsIjUxMzQ4IiwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwiMTgwODk2OTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Mcdonald'S</div></a>
3752,<a href=https://www.zomato.com/bangalore/ambur-dum-biriyani-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTc3OTMyIiwiMTg3MjUzMTMiLCIxODkwMDU1NyIsIjE4MzcxMjc2IiwxODgyNTE2OSwiMTg2MTA0NDUiLCIxODY4MTUzOCIsIjE4NjUzOTk5IiwiMTg1NzgwOTkiLCIxODM3OTY0MCIsIjE4MjgwNjIyIiwiMTg4NjcwNzAiLCI2MDQzNSIsIjE4NjUzOTY5IiwiNTEwMTkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Ambur Dum Biriyani</div></a>
3753,<a href=https://www.zomato.com/bangalore/indy-palate-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTE4MTcwIiwiMTg0MjM0MzYiLCIxODg2NzEwNSIsIjE4NjExNTE1IiwxODg1NjAxMCwiMTg2MzUyMjIiLCI1MzMwMSIsIjE4NDg3MTY1IiwiNTA3MzciLCIxODc5NzYxNSIsIjE4NjY5MDAzIiwiMTg5MzA4ODciLCIxODk2NDg0NyIsIjE4ODE5NjM1IiwiMTg2MTgyODgiLCIxODIzMjY1MyIsIjE4MzA0NzM2IiwiMTg2MjMxNDIiLCI1Mjc1MSIsIjE4OTQ2NzMwIiwiMTg1MDM3MzkiLCI1MDM0MyIsIjYwMDA3Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Indy Palate</div></a>
3754,<a href=https://www.zomato.com/bangalore/punjabi-food-point-bellandur?context=eyJzZSI6eyJlIjpbIjE4NjM3OTUxIiwiMTg1NDM5ODEiLCI2MDk0MSIsIjE4NDk3ODcyIiwxODI1NDU2MiwiNTUwMTQiLCIxODc1Mzc3OCIsIjE4NTk3MDAzIiwiNTQ5NzkiLCIxODY1ODg4NSIsIjE4NjI4NjcxIiwiMTg1MTM3NjciLCIxODMzOTIzMyIsIjE4MjQ2NDkyIiwiMTg1ODU3NTgiLCIxODUyMTc2NiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Punjabi Food Point</div></a>
3755,<a href=https://www.zomato.com/bangalore/subway-banashankari?context=eyJzZSI6eyJlIjpbIjYxNjc4IiwiNTYyMTkiLCI1NzEwOSIsIjU3OTk1Iiw1ODYzNCwiNTg2ODIiLCI1NzY3NiIsIjU3ODc3IiwiNTg1MjkiLCI1OTI0NCIsIjU5Mjg5IiwiNTk0MDUiLCI1OTkyMCIsIjYwMDU3IiwiNTk0MDIiLCI1OTQxNiIsIjU5NTA0IiwiNjAyOTciLCI2MDExOSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Subway</div></a>
3756,<a href=https://www.zomato.com/bangalore/pathankot-punjabi-restaurant-2-bellandur?context=eyJzZSI6eyJlIjpbIjE4ODI1MTY5IiwiMTg4NTYwMTAiLCIxODI1NDU2MiIsIjE4NzE0NDc3IiwxODUxOTA0MSwiNTU2MjAiLCIxODQ1NzYyNyIsIjE4NjIxMjUyIiwiNTM4NjAiLCIxODg2NzEwNSIsIjE4NzQ1NDUyIiwiMTgzMDQ3MzYiLCIxODgxNDU3MyIsIjE4NzE0NDMzIiwiMTg3NjY1MzEiLCI1NjgxNiIsIjE4NzYwMjY2IiwiMTgyNTE1OTkiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Pathankot Punjabi Restaurant</div></a>
3757,<a href=https://www.zomato.com/bangalore/zayakedar-bellandur?context=eyJzZSI6eyJlIjpbIjE4Nzk1Nzg0IiwiMTg4NTc5NjgiLCIxODg2ODM1MiIsIjE4NTcwOTA4Iiw1NTYyMCwiMTg2NjA2MTIiLCI2MTUxMSIsIjU4NDQyIiwiMTg1OTU4ODkiLCI1MTMzNSIsIjE4NzE3MDg2IiwiMTg2ODAyMDUiLCIxODYzNjY1MCIsIjE4ODAyNjkyIiwiMTg4OTUzMzUiLCI1NTQ2OSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Zayakedar</div></a>
3758,<a href=https://www.zomato.com/bangalore/roll-junction-bellandur?context=eyJzZSI6eyJlIjpbIjE4MjU0NTYyIiwiMTg3MTQ0NzciLCIxODUxOTA0MSIsIjU1NjIwIiwxODQ1NzYyNywiMTg2MjEyNTIiLCI1Mzg2MCIsIjE4ODY3MTA1IiwiMTg3NDU0NTIiLCIxODMwNDczNiIsIjE4ODE0NTczIiwiMTg3MTQ0MzMiLCIxODc2NjUzMSIsIjU2ODE2IiwiMTg3NjAyNjYiLCIxODI1MTU5OSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Roll Junction</div></a>
3759,<a href=https://www.zomato.com/bangalore/mumbai-xpress-bellandur?context=eyJzZSI6eyJlIjpbIjE4NDIyOTI3IiwiMTgzODI5MzkiLCIxODM1OTEwOSIsIjE4NzY3MjU4IiwxODYyMTI1MiwiNjExNzEiLCIxODQ4MTk3NiIsIjE4NjQxODc5IiwiMTg1ODA4MjMiLCIxODcyOTU5OSIsIjE4ODk1Mjg2IiwiMTg4MDE0NDYiLCIxNzk1NjY4NSIsIjE4Mjc1MTQ0IiwiMTg1MzU5NDciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Mumbai Xpress</div></a>
3760,<a href=https://www.zomato.com/bangalore/abbabi-chicken-bellandur?context=eyJzZSI6eyJlIjpbIjE4MTgxMzIxIiwiMTg4ODEyMzIiLCIxODc2NjUzMSIsIjU2MDcyIiw1Mzg2MCwiMTgzMzMxNDciLCIxODY2MjIzMCIsIjE4MjUxNTk5IiwiMTgyOTgyNzMiLCIxODYxOTkyNCIsIjE4NDE3NTU1IiwiNTY4MTYiLCIxODgxOTk5MSIsIjE4NjU1MDEwIiwiMTg4OTMxNjYiLCIxODI0NjQ4OCIsIjE4NjIxODgwIiwiMTg1NTE3MzkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Abbabi Chicken</div></a>
3761,<a href=https://www.zomato.com/bangalore/corner-huts-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4Nzk0OTIzIiwiMTg4MTIyMDYiLCIxODg1NDMwMSIsIjUzMjIyIiwxODc0NTQ1MiwiMTg3NjYzMjgiLCIxODQxMjEyMCIsIjE4NjMyMTc1IiwiMTg4OTMzNTAiLCIxODkyOTcyOCIsIjE4NTc3Mjg0IiwiMTg4NTU5MjgiLCI1MzcyOCIsIjYwNTg2IiwiNjA5NjUiLCIxODgxMjIwMiIsIjE4Mjg1MTE3IiwiMTg3NjgzMDUiLCIxODgzNjYwNiIsIjYwMDY2Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=><div>Corner Huts</div></a>
3762,<a href=https://www.zomato.com/bangalore/burrito-boys-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjU3MzEwIiwiMTg5MzYwMjQiLCIxODY4MzI1MyIsIjE4MjE2NjgzIiwxODc2MTM1MSwiMTg4ODc2MDkiLCIxODQwNzkxNCIsIjE4NzgwNTY1IiwiNTk2OTIiLCIxODg3MTY1NSIsIjU5MzU4IiwiNTIwMzYiLCIxODkxMDA0MCIsIjE4OTQ1OTc0IiwiMTgyODA1ODUiLCIxODY0NjY4NSIsIjU2MTU3IiwiMTg2MTU3OTQiLCI1OTExNyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Burrito Boys</div></a>
3763,<a href=https://www.zomato.com/bangalore/blueberry-restaurant-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTU1MzkzIiwiMTg3NDc4NzYiLCIxODY0MjAwOCIsIjU1NTU5IiwxODgxNDU3MywiMTg1MzMwMDgiLCIxODc2MzM5NyIsIjE4NTYyNzYzIiwiMTg4OTUzNDgiLCIxODMzMzE1NyIsIjE4Njg3NjI1IiwiMTg2MDg1MTIiLCIxODU5MTM3MCIsIjE4NDMyOTk1IiwiMTg1MDM3MjMiLCIxODYyNzYyOCIsIjE4NTM5NjQ4IiwiMTg2NjM3MDciLCIxODc3NDYwOSIsIjE4Nzg5NjgzIiwiNTY1ODMiLCIxODc2MDgwMyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Blueberry Restaurant</div></a>
3764,<a href=https://www.zomato.com/bangalore/monsoon-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4MDQ4MjI2IiwiNTQxMTIiLCI1MzE2NCIsIjE4NDg3MTY1IiwxODcxNDQzMywiNTM1OTMiLCI1Mzg0MyIsIjU0NzYzIiwiNTgwOTgiLCIxODM4NzQyNiIsIjE4Mzk2NzgyIiwiMTg3NjI1NzEiLCIxODY4NDgzMCIsIjE4NTI5NTU5IiwiMTg2MjI0MTAiLCI1Njg3NiIsIjE4MzU5ODc4IiwiNTU4NDYiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciBzZXJ2aW5nIEJ1ZmZldCJ9fQ==><div>Monsoon</div></a>
3765,<a href=https://www.zomato.com/bangalore/five-star-chicken-banashankari?context=eyJzZSI6eyJlIjpbIjU2MDk4IiwiMTgwODk2OTMiLCIxODY0NTI2MCIsIjE4NjY3NTY3Iiw1NjcwNCwiMTg4NjY0NzgiLCIxODc0MzAyOSIsIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Five Star Chicken</div></a>
3766,<a href=https://www.zomato.com/bangalore/goli-vada-pav-no-1-basavanagudi-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzA3MjA3IiwiMTc5NTY3MDUiLCI1MDI4MyIsIjUwNDEzIiw1MTQwMywiNTA4NDMiLCI1MTA5NSIsIjUwNjM2IiwiNTA4OTYiLCI1MTc4OCIsIjUyMDQzIiwiNTI5MTgiLCI2MDc4NiIsIjUzNjM0IiwiNTMyMjAiLCI1MzYyNiIsIjU0NDE1IiwiNTQ1MzAiLCI1NDI3OCIsIjU1MzAxIiwiNTU0OTIiLCI1NDc5MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Goli Vada Pav No. 1</div></a>
3767,<a href=https://www.zomato.com/bangalore/parathe-ghar-ke-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjU1NDY5IiwiMTg1Njg3NzQiLCIxODcxOTAxNCIsIjE4MzkxMDE2IiwxODc2MDI2NiwiMTg0ODcxOTkiLCIxODg2OTYyOSIsIjE4NzIwNDAzIiwiMTgzNzYzNTEiLCI1MTk4OCIsIjE4NjIwODUyIiwiMTg3ODc3MDEiLCIxODU1MDEwMiIsIjE4MTgxMzIxIiwiMTg4ODEyMzIiLCIxODc2NjUzMSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19><div>Parathe Ghar Ke</div></a>
3768,<a href=https://www.zomato.com/bangalore/ritomis-lov-bellandur?context=eyJzZSI6eyJlIjpbIjU2MDcyIiwiNTM4NjAiLCIxODMzMzE0NyIsIjE4NjYyMjMwIiwxODI1MTU5OSwiMTgyOTgyNzMiLCIxODYxOTkyNCIsIjE4NDE3NTU1IiwiNTY4MTYiLCIxODgxOTk5MSIsIjE4NjU1MDEwIiwiMTg4OTMxNjYiLCIxODI0NjQ4OCIsIjE4NjIxODgwIiwiMTg1NTE3MzkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Ritomi'S Lov</div></a>
3769,<a href=https://www.zomato.com/bangalore/cafe-daily-bread-bellandur?context=eyJzZSI6eyJlIjpbIjE4NjIzMTQyIiwiNTI3NTEiLCIxODk0NjczMCIsIjE4NTAzNzM5Iiw1MDM0MywiNjAwMDciLCIxODYxMDU2MSIsIjE4NjIzMTcxIiwiMTg1NjgzNjQiLCI1Mzc4MiIsIjE4OTMzMzMzIiwiMTg2NTQxMTgiLCIxODg5NTk2MiIsIjE4NDIyOTIyIiwiMTg0MjQwNTUiLCI1NjQ3MyIsIjE4NTE0MDE0IiwiNTU1ODQiLCIxODU4MDYzOSIsIjE4MzQ4Nzk3IiwiMTg4MDc1MzIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Cafe Daily Bread</div></a>
3770,<a href=https://www.zomato.com/bangalore/hungry-bird-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjUyNTMyIiwiMTg2MzI3MjMiLCIxODY4NDQyMCIsIjE4OTAwOTgyIiwxODc0NzI1OCwiMTg4NzkyMDEiLCIxODY1NjY1MCIsIjE4Njk5ODEyIiwiMTg3NjI1MzgiLCIxODY2OTAzMSIsIjE4ODkwMDAxIiwiMTg2MTI5MDkiLCIxODU5NzcwNSIsIjE4NTYyMjczIiwiNTg5OTciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Hungry Bird</div></a>
3771,<a href=https://www.zomato.com/bangalore/kerala-panoor-restaurant-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDgxMTc2IiwiMTg2Mzc5NjgiLCIxODU3MzAzMyIsIjE4NDk5MTA4IiwxODY2NjMwOSwiMTg3MjI3MjMiLCIxODcyODY0MyIsIjYwOTgyIiwiMTgyNDY1MDAiLCIxODc2NjEwNSIsIjE4Mzc1NTA1IiwiNjA4MDIiLCIxODc2MjUxMyIsIjE4ODU5NTI5IiwiMTg5MDA4ODQiLCIxODQzMDc4MyIsIjE4Njc5NTcxIiwiNTc3OTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>Kerala Panoor Restaurant</div></a>
3772,<a href=https://www.zomato.com/bangalore/the-kebab-house-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDIzNDAwIiwiMTgzNzEyNzgiLCI1NjAzOSIsIjE4NzEwNjA5IiwxODg0MTEyMSwiMTg4MTk0MTYiLCIxODU0MjY1MyIsIjE4NDIzNDQwIiwiNTE5ODkiLCIxODU4MDMwMCIsIjE4NzcxNjg4IiwiMTg3Mzg4NzIiLCIxODUyNTc5MiIsIjE4NTAzNzI1IiwiMTg4ODYxMzIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==><div>The Kebab House</div></a>
